,business_code,cust_number,name_customer,clear_date,buisness_year,document_create_date.1,due_in_date,invoice_currency,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,delay,notes
681,U001,0200705089,JETR co,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,3240.46,2020-03-04,NAGD,1930598325.0,1,,0-15days
682,U001,0200416837,DEC corporation,2020-03-11,2020.0,2020-03-04,2020-03-08,USD,1255.29,2020-03-01,NAM1,1930599735.0,1,,0-15days
683,U001,0200769623,WAL-MAR corp,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,7990.39,2020-03-04,NAH4,1930599072.0,1,,0-15days
684,U001,0200020431,DEC foundation,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,3237.16,2020-03-01,NAM4,1930599545.0,1,,0-15days
685,U001,0200769623,WAL-MAR associates,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,982.89,2020-03-04,NAH4,1930593711.0,1,,0-15days
686,U001,0200416837,DEC corp,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,1422.42,2020-03-01,NAM4,1930599717.0,1,,0-15days
687,U001,0200020431,DEC corp,2020-03-11,2020.0,2020-03-04,2020-03-08,USD,6111.58,2020-03-01,NAM1,1930599299.0,1,,0-15days
688,U001,0200769623,WAL-MAR trust,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,11055.11,2020-03-04,NAH4,1930593607.0,1,,0-15days
689,U001,0200290370,BARGAIN  ,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,12411.0,2020-03-04,NAA8,1930585002.0,1,,0-15days
690,U001,0200756072,REINHA corporation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,47495.28,2020-03-04,NAA8,1930597492.0,1,,0-15days
691,U001,0200416837,DEC corp,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,238.44,2020-03-01,NAM4,1930599376.0,1,,0-15days
692,U001,0200744019,TARG us,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,92492.66,2020-03-04,NAA8,1930600057.0,1,,0-15days
693,U001,0200399141,HEARTHSI us,2020-05-07,2020.0,2020-03-04,2020-05-03,USD,44743.8,2020-03-04,NAVQ,1930594633.0,1,,0-15days
694,U001,0200726979,BJ'S  systems,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,576.88,2020-03-04,NAA8,1930594617.0,1,,0-15days
695,U001,0200759878,SA foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,33252.44,2020-03-04,NAH4,1930596061.0,1,,0-15days
696,U001,0200736337,SYSCO F foundation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,9529.94,2020-03-04,NAA8,1930576244.0,1,,0-15days
697,U001,0200777735,NASH  us,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,38736.13,2020-03-04,NAGD,1930598581.0,1,,0-15days
698,U001,0200712187,SPAR corp,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,20921.84,2020-03-04,NAA8,1930599030.0,1,,0-15days
699,U001,0200769623,WAL-MAR llc,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,11825.84,2020-03-04,NAH4,1930592970.0,1,,0-15days
700,U001,0200020431,DEC systems,2020-03-11,2020.0,2020-03-04,2020-03-08,USD,4408.13,2020-03-01,NAM1,1930599617.0,1,,0-15days
701,U001,0200416837,DEC co,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,2064.29,2020-03-01,NAM2,1930599453.0,1,,0-15days
702,U001,0200752302,KROGER us,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,108303.71,2020-03-04,NAA8,1930604543.0,1,,0-15days
703,U001,0200707822,PUBLI co,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,106745.81,2020-03-04,NAA8,1930606216.0,1,,0-15days
704,U001,0200780383,MEIJ associates,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,51826.28,2020-03-04,NAA8,1930598038.0,1,,0-15days
705,U001,0200769623,WAL-MAR corp,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,13989.42,2020-03-04,NAH4,1930585355.0,1,,0-15days
706,U001,0100047527,LIDL corporation,2020-03-28,2020.0,2020-03-04,2020-03-19,USD,1862.63,2020-03-04,NAA8,1930581126.0,1,,0-15days
707,U001,0200790099,SHETA trust,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,65197.44,2020-03-04,NAA8,1930598941.0,1,,0-15days
708,U001,0200794332,COST systems,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,51558.53,2020-03-04,NAAX,1930597195.0,1,,0-15days
709,U001,0200707822,PUBLI trust,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,81034.83,2020-03-04,NAA8,1930605631.0,1,,0-15days
710,U001,0200974851,RESTA associates,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,3380.38,2020-03-04,NAA8,1930603135.0,1,,0-15days
711,U001,0200794332,COST us,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,30220.01,2020-03-04,NAAX,1930587709.0,1,,0-15days
712,U001,0200759878,SA llc,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,66027.72,2020-03-04,NAH4,1930594242.0,1,,0-15days
713,U001,0100026939,SYSC ,2020-03-28,2020.0,2020-03-04,2020-03-19,USD,19763.25,2020-03-04,NAA8,1930612446.0,1,,0-15days
714,U001,0200769623,WAL-MAR corporation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,53686.71,2020-03-04,NAH4,1930586713.0,1,,0-15days
715,U001,0200754278,MBM  llc,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,10323.14,2020-03-04,NAA8,1930583341.0,1,,0-15days
716,U001,0200792734,MDV/ ,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,60714.77,2020-03-04,NAA8,1930598694.0,1,,0-15days
717,U001,0200726979,BJ'S  trust,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,253.14,2020-03-04,NAA8,1930597751.0,1,,0-15days
718,U001,0200769623,WAL-MAR in,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,23420.25,2020-03-04,NAH4,1930594941.0,1,,0-15days
719,U001,0200769623,WAL-MAR llc,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,5712.63,2020-03-04,NAH4,1930586352.0,1,,0-15days
720,U001,0200769623,WAL-MAR trust,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,1205.6,2020-03-04,NAH4,1930598342.0,1,,0-15days
721,U001,0200148860,DOLLA foundation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,100228.26,2020-03-04,NAA8,1930593818.0,1,,0-15days
722,U001,0200020431,DEC co,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,25.92,2020-03-01,NAM4,1930599863.0,1,,0-15days
723,U001,0200230690,DECA us,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,151.44,2020-03-01,NAM4,1930600133.0,1,,0-15days
724,U001,0200337148,COAS corp,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,38705.67,2020-03-04,NAA8,1930603193.0,1,,0-15days
725,U001,0200707822,PUBLI corporation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,103618.1,2020-03-04,NAA8,1930599781.0,1,,0-15days
726,U001,0200794332,COST corp,2020-03-20,2020.0,2020-03-04,2020-03-19,USD,20864.99,2020-03-04,NAAX,1930603128.0,1,,0-15days
727,U001,0200416837,DEC corporation,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,3392.91,2020-03-01,NAM2,1930599625.0,1,,0-15days
728,U001,0200769623,WAL-MAR corp,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,1696.79,2020-03-04,NAH4,1930598413.0,1,,0-15days
729,CA02,0140106408,WAL-M foundation,2020-03-21,2020.0,2020-03-04,2020-03-14,CAD,5216.54,2020-03-04,CA10,2960618305.0,1,,0-15days
730,U001,0200416837,DEC corp,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,11236.0,2020-03-01,NAM2,1930599441.0,1,,0-15days
731,U001,0200769623,WAL-MAR ,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,661.11,2020-03-04,NAH4,1930597344.0,1,,0-15days
732,U001,0200418007,AM trust,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,4728.77,2020-03-04,NAA8,1930577400.0,1,,0-15days
733,U001,0200148860,DOLLA ,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,10872.73,2020-03-04,NAA8,1930570439.0,1,,0-15days
734,U001,0200721222,GO foundation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,63016.3,2020-03-04,NAA8,1930601520.0,1,,0-15days
735,U001,0100031704,DELHAIZE co,2020-03-28,2020.0,2020-03-04,2020-03-19,USD,62056.53,2020-03-04,NAA8,1930593163.0,1,,0-15days
736,U001,0200230690,DECA associates,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,2169.6,2020-03-01,NAM4,1930597795.0,1,,0-15days
737,U001,0200762301,C&S WH us,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,15095.02,2020-03-04,NAGD,1930604658.0,1,,0-15days
738,U001,0100031704,DELHAIZE corp,2020-03-28,2020.0,2020-03-04,2020-03-19,USD,46411.1,2020-03-04,NAA8,1930593078.0,1,,0-15days
739,U001,0200769623,WAL-MAR foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,12967.56,2020-03-04,NAH4,1930598411.0,1,,0-15days
740,U001,0200759878,SA in,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,33997.55,2020-03-04,NAH4,1930596152.0,1,,0-15days
741,U001,0200769623,WAL-MAR trust,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,24640.48,2020-03-04,NAH4,1930585770.0,1,,0-15days
742,CA02,0140104423,METRO  corp,2020-03-22,2020.0,2020-03-04,2020-03-16,CAD,125515.59,2020-03-06,CA10,2960618331.0,1,,0-15days
743,U001,0200020431,DEC trust,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,15940.31,2020-03-01,NAM2,1930599474.0,1,,0-15days
744,U001,0200886415,COSTCO corporation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,13889.7,2020-03-04,NAA8,1930577962.0,1,,0-15days
745,U001,0200748108,KROGER associates,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,16487.4,2020-03-04,NAA8,1930597948.0,1,,0-15days
746,U001,0200760666,KEHE  us,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,25639.0,2020-03-04,NAA8,1930580118.0,1,,0-15days
747,U001,0200769623,WAL-MAR corp,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,67514.22,2020-03-04,NAH4,1930593784.0,1,,0-15days
748,U001,0200793568,SUPE llc,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,24775.3,2020-03-04,NAGD,1930594887.0,1,,0-15days
749,U001,0200739534,OK associates,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,21486.36,2020-03-04,NAA8,1930599308.0,1,,0-15days
750,U001,0200769623,WAL-MAR corporation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,45937.72,2020-03-04,NAH4,1930600176.0,1,,0-15days
751,U001,0200741174,M B  us,2020-03-25,2020.0,2020-03-04,2020-03-24,USD,6468.8,2020-03-04,NAD1,1930581614.0,1,,0-15days
752,U001,0200418007,AM in,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,5878.07,2020-03-04,NAA8,1930585399.0,1,,0-15days
753,U001,0200416837,DEC us,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,4497.55,2020-03-01,NAM2,1930599607.0,1,,0-15days
754,U001,0200777735,NASH  associates,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,39509.04,2020-03-04,NAA8,1930597752.0,1,,0-15days
755,U001,0100047532,KEYSTON associates,2020-03-28,2020.0,2020-03-04,2020-03-19,USD,11852.54,2020-03-04,NAA8,1930592834.0,1,,0-15days
756,U001,0200769623,WAL-MAR ,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,1898.9,2020-03-04,NAH4,1930593456.0,1,,0-15days
757,CA02,0140104409,LOB corp,2020-03-20,2020.0,2020-03-04,2020-03-15,CAD,242619.84,2020-03-05,CA10,2960617271.0,1,,0-15days
758,U001,0200759878,SA foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,65436.93,2020-03-04,NAH4,1930598544.0,1,,0-15days
759,U001,0200048886,SHERWO systems,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,48140.52,2020-03-04,NAA8,1930597357.0,1,,0-15days
760,CA02,0140104409,LOB trust,2020-03-21,2020.0,2020-03-04,2020-03-15,CAD,147734.83,2020-03-05,CA10,2960616080.0,1,,0-15days
761,U001,0200799180,CHEN in,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,68156.06,2020-03-04,NAA8,1930598501.0,1,,0-15days
762,U001,0200416837,DEC foundation,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,270.36,2020-03-01,NAM4,1930599447.0,1,,0-15days
763,U001,0200769623,WAL-MAR in,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,3797.1,2020-03-04,NAH4,1930593605.0,1,,0-15days
764,U001,0200726979,BJ'S  corporation,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,41226.64,2020-03-04,NAGD,1930589575.0,1,,0-15days
765,U001,0200078795,H T H associates,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,1924.74,2020-03-04,NAA8,1930598233.0,1,,0-15days
766,U001,0200726979,BJ'S  us,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,32796.6,2020-03-04,NAA8,1930589574.0,1,,0-15days
767,U001,0200148860,DOLLA llc,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,605.15,2020-03-04,NAGD,1930597393.0,1,,0-15days
768,CA02,140106181,THE  systems,2020-03-21,2020.0,2020-03-04,2020-03-14,CAD,18000.0,2020-03-04,CA10,2960618710.0,1,,0-15days
769,U001,0200739534,OK co,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,10445.75,2020-03-04,NAA8,1930604838.0,1,,0-15days
770,U001,0200020431,DEC co,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,486.84,2020-03-01,NAM4,1930599294.0,1,,0-15days
771,U001,0200955827,KE co,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,24367.5,2020-03-04,NAA8,1930689334.0,1,,0-15days
772,U001,0200029010,KROG llc,2020-03-18,2020.0,2020-03-04,2020-03-19,USD,185497.6,2020-03-04,NAA8,1930600164.0,1,,0-15days
773,U001,0200230690,DECA foundation,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,3743.26,2020-03-01,NAM2,1930599165.0,1,,0-15days
774,U001,0200769623,WAL-MAR in,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,15482.52,2020-03-04,NAH4,1930589578.0,1,,0-15days
775,U001,0200769623,WAL-MAR associates,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,15504.4,2020-03-04,NAH4,1930605812.0,1,,0-15days
776,U001,0200769623,WAL-MAR corp,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,40084.08,2020-03-04,NAH4,1930599114.0,1,,0-15days
777,U001,0200769623,WAL-MAR co,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,661.11,2020-03-04,NAH4,1930594145.0,1,,0-15days
778,U001,0200769623,WAL-MAR foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,967.42,2020-03-04,NAH4,1930592971.0,1,,0-15days
779,U001,0100043936,PAPA JO us,2020-03-23,2020.0,2020-03-04,2020-03-14,USD,9490.32,2020-03-04,NA10,1930599506.0,1,,0-15days
780,U001,CCCA02,KRAFT  corp,2020-04-28,2020.0,2020-03-04,2020-04-08,USD,61133.94,2020-03-04,NAG2,1930561944.0,1,,16-30days
781,U001,0200743123,KROGER systems,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,16583.85,2020-03-04,NAA8,1930585582.0,1,,0-15days
782,U001,0200794332,COST us,2020-03-20,2020.0,2020-03-04,2020-03-19,USD,6336.84,2020-03-04,NAAX,1930597518.0,1,,0-15days
783,U001,0200771157,WEIS co,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,16684.19,2020-03-04,NAA8,1930598040.0,1,,0-15days
784,U001,0200769623,WAL-MAR us,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,2486.34,2020-03-04,NAH4,1930576759.0,1,,0-15days
785,U001,0200752302,KROGER us,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,17283.51,2020-03-04,NAA8,1930589330.0,1,,0-15days
786,U001,0200769623,WAL-MAR corp,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,5823.92,2020-03-04,NAH4,1930598378.0,1,,0-15days
787,U001,0200712102,SUGAR  associates,2020-05-07,2020.0,2020-03-04,2020-05-03,USD,88144.63,2020-03-04,NAVQ,1930601214.0,1,,0-15days
788,U001,0200726979,BJ'S  in,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,104.64,2020-03-04,NAA8,1930594657.0,1,,0-15days
789,U001,0200020431,DEC foundation,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,7572.76,2020-03-01,NAM4,1930598591.0,1,,0-15days
790,U001,0200847305,CUSTOM corp,2020-03-13,2020.0,2020-03-04,2020-03-14,USD,60531.3,2020-03-04,NA10,1930587889.0,1,,0-15days
791,U002,0100036009,JOSE ,2020-04-18,2020.0,2020-03-04,2020-04-08,USD,26202.73,2020-03-04,NAG2,1990571041.0,1,,0-15days
792,U001,0200769623,WAL-MAR foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,483.73,2020-03-04,NAH4,1930593309.0,1,,0-15days
793,U001,0200729942,SA ,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,70550.74,2020-03-04,NAA8,1930599879.0,1,,0-15days
794,U001,0200078795,H T H trust,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,2524.39,2020-03-04,NAA8,1930593888.0,1,,0-15days
795,U001,0200148860,DOLLA in,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,56307.74,2020-03-04,NAA8,1930594237.0,1,,0-15days
796,CA02,0140104429,COSTCO foundation,2020-03-23,2020.0,2020-03-04,2020-03-16,CAD,5473.27,2020-03-06,CA10,2960618526.0,1,,0-15days
797,U001,0200416837,DEC us,2020-03-11,2020.0,2020-03-04,2020-03-08,USD,3209.98,2020-03-01,NAM1,1930599459.0,1,,0-15days
798,U001,0200529372,GHC  ,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,9720.24,2020-03-04,NAGD,1930587596.0,1,,0-15days
799,U001,0200759878,SA co,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,14670.66,2020-03-04,NAH4,1930589366.0,1,,0-15days
800,CA02,0140104472,MARTIN llc,2020-03-23,2020.0,2020-03-04,2020-03-16,CAD,30213.0,2020-03-06,CA10,2960618187.0,1,,0-15days
801,U001,200759878,SA in,2020-04-21,2020.0,2020-03-04,2020-04-18,USD,101350.56,2020-03-04,NAWP,1930592222.0,1,,0-15days
802,U001,0200726025,MARTI trust,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,51738.23,2020-03-04,NAA8,1930605206.0,1,,0-15days
803,U001,0200771157,WEIS systems,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,63301.92,2020-03-04,NAA8,1930595879.0,1,,0-15days
804,U001,0200744019,TARG us,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,36282.79,2020-03-04,NAA8,1930592851.0,1,,0-15days
805,U001,0200705742,DOT foundation,2020-04-05,2020.0,2020-03-04,2020-04-05,USD,44158.02,2020-03-04,NA32,1930598796.0,1,,0-15days
806,U001,0100031704,DELHAIZE us,2020-03-28,2020.0,2020-03-04,2020-03-19,USD,17806.38,2020-03-04,NAA8,1930592227.0,1,,0-15days
807,U001,0200769623,WAL-MAR associates,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,23861.06,2020-03-04,NAH4,1930597587.0,1,,0-15days
808,U001,0200759878,SA corporation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,10704.0,2020-03-04,NAH4,1930597258.0,1,,0-15days
809,U001,0200794332,COST corporation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,32715.47,2020-03-04,NAAX,1930598691.0,1,,0-15days
810,U001,0200744019,TARG corporation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,8043.34,2020-03-04,NAA8,1930596176.0,1,,0-15days
811,U001,0200230690,DECA llc,2020-03-11,2020.0,2020-03-04,2020-03-08,USD,3066.68,2020-03-01,NAM1,1930599852.0,1,,0-15days
812,U001,0200764795,SYSCO  associates,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,26148.05,2020-03-04,NAA8,1930593032.0,1,,0-15days
813,U001,0200769623,WAL-MAR foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,7745.73,2020-03-04,NAH4,1930597585.0,1,,0-15days
814,U001,0200429605,THE D corp,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,6615.67,2020-03-04,NAA8,1930593339.0,1,,0-15days
815,U001,0200769623,WAL-MAR trust,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,36527.95,2020-03-04,NAH4,1930594103.0,1,,0-15days
816,CA02,0140104336,JOHN systems,2020-03-21,2020.0,2020-03-04,2020-03-15,CAD,88215.83,2020-03-05,CA10,2960617486.0,1,,0-15days
817,U001,0200759878,SA in,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,13976.95,2020-03-04,NAH4,1930593347.0,1,,0-15days
818,U001,0200782001,GORDO in,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,19517.45,2020-03-04,NAA8,1930604151.0,1,,0-15days
819,U001,0200416837,DEC foundation,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,2911.94,2020-03-01,NAM4,1930598597.0,1,,0-15days
820,U001,0200769623,WAL-MAR corp,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,22985.52,2020-03-04,NAH4,1930598737.0,1,,0-15days
821,U001,0200741174,M B  corporation,2020-03-25,2020.0,2020-03-04,2020-03-24,USD,38881.34,2020-03-04,NAD1,1930573865.0,1,,0-15days
822,U001,0200769623,WAL-MAR corporation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,1695.68,2020-03-04,NAH4,1930601500.0,1,,0-15days
823,CA02,0140104429,COSTCO in,2020-03-22,2020.0,2020-03-04,2020-03-15,CAD,23355.06,2020-03-05,CA10,2960618423.0,1,,0-15days
824,U001,0200455322,PEA trust,2020-04-05,2020.0,2020-03-04,2020-04-03,USD,62219.83,2020-03-04,NAD5,1930596044.0,1,,0-15days
825,U001,0200769623,WAL-MAR us,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,78536.39,2020-03-04,NAH4,1930593891.0,1,,0-15days
826,CA02,0140106184,JAM systems,2020-03-23,2020.0,2020-03-04,2020-03-16,CAD,16001.9,2020-03-06,CA10,2960618402.0,1,,0-15days
827,U001,CCCA02,KRAFT  us,2020-04-28,2020.0,2020-03-04,2020-04-08,USD,24841.3,2020-03-04,NAG2,1930587079.0,1,,16-30days
828,U001,0200974851,RESTA foundation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,3841.41,2020-03-04,NAA8,1930601097.0,1,,0-15days
829,U001,0200726979,BJ'S  llc,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,656.67,2020-03-04,NAA8,1930598641.0,1,,0-15days
830,U001,0200769623,WAL-MAR foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,69757.78,2020-03-04,NAH4,1930593450.0,1,,0-15days
831,CA02,0140104409,LOB ,2020-03-29,2020.0,2020-03-04,2020-03-23,CAD,123470.42,2020-03-13,CA10,2960617490.0,1,,0-15days
832,CA02,0140106408,WAL-M foundation,2020-03-22,2020.0,2020-03-04,2020-03-15,CAD,8720.01,2020-03-05,CA10,2960618407.0,1,,0-15days
833,U001,0200762301,C&S WH corp,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,1437.62,2020-03-04,NAGD,1930593476.0,1,,0-15days
834,U001,0200230690,DECA corp,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,2097.14,2020-03-01,NAM4,1930599175.0,1,,0-15days
835,U001,0200769623,WAL-MAR associates,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,6787.55,2020-03-04,NAH4,1930593196.0,1,,0-15days
836,U001,0200152841,CAPI trust,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,20133.26,2020-03-04,NAA8,1930601092.0,1,,0-15days
837,U001,0200759878,SA corp,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,71383.55,2020-03-04,NAH4,1930593434.0,1,,0-15days
838,U001,0200769623,WAL-MAR systems,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,35733.19,2020-03-04,NAH4,1930593525.0,1,,0-15days
839,U001,0100031704,DELHAIZE systems,2020-05-19,2020.0,2020-03-04,2020-05-08,USD,5713.47,2020-03-04,NAGD,1930586962.0,1,,0-15days
840,U001,0200230690,DECA ,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,5294.2,2020-03-01,NAM2,1930599436.0,1,,0-15days
841,U001,0200769623,WAL-MAR foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,4350.84,2020-03-04,NAH4,1930586419.0,1,,0-15days
842,U001,0200020431,DEC ,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,425.76,2020-03-01,NAM4,1930598590.0,1,,0-15days
843,U001,0200230690,DECA co,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,697.26,2020-03-01,NAM2,1930599811.0,1,,0-15days
844,U001,0200754278,MBM  associates,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,3782.02,2020-03-04,NAA8,1930592719.0,1,,0-15days
845,U001,0200769369,DI corp,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,84032.27,2020-03-04,NAA8,1930594861.0,1,,0-15days
846,U001,0200416837,DEC llc,2020-03-27,2020.0,2020-03-04,2020-03-24,USD,4886.0,2020-03-01,NAM4,1930597779.0,1,,0-15days
847,U001,0200726979,BJ'S  corporation,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,533.84,2020-03-04,NAA8,1930598012.0,1,,0-15days
848,U001,0200230690,DECA ,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,3525.93,2020-03-01,NAM2,1930599821.0,1,,0-15days
849,U001,0200769623,WAL-MAR foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,62450.07,2020-03-04,NAH4,1930598139.0,1,,0-15days
850,U001,0200416837,DEC in,2020-03-14,2020.0,2020-03-04,2020-03-11,USD,14895.12,2020-03-01,NAM2,1930597789.0,1,,0-15days
851,U001,0200718130,SYSCO F llc,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,19999.8,2020-03-04,NAA8,1930603838.0,1,,0-15days
852,CA02,0140104409,LOB us,2020-03-29,2020.0,2020-03-04,2020-03-23,CAD,105876.36,2020-03-13,CA10,2960618810.0,1,,0-15days
853,U001,0200761734,H E BUT trust,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,11357.22,2020-03-04,NAA8,1930597823.0,1,,0-15days
854,U001,0200777735,NASH  systems,2020-05-10,2020.0,2020-03-04,2020-05-08,USD,3205.99,2020-03-04,NAGD,1930599216.0,1,,0-15days
855,U001,0200779051,AFFILI corp,2020-03-19,2020.0,2020-03-04,2020-03-19,USD,83478.25,2020-03-04,NAA8,1930598403.0,1,,0-15days
856,U001,0200769623,WAL-MAR foundation,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,44050.65,2020-03-04,NAH4,1930599003.0,1,,0-15days
857,U001,0200769623,WAL-MAR ,2020-03-21,2020.0,2020-03-04,2020-03-19,USD,200.47,2020-03-04,NAH4,1930598722.0,1,,0-15days
